"","Chirsutav12","pval","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","X","Athaliana","Chir_length","Ath_length","TF","TF_family","Gene_code_name","Gene_functions"
"6956","Chir08Ox-b30380.23",4.0615966223248e-57,0.273281281193278,0.955,0.834,7.98509895949056e-53,"9","Chir08Ox-b30380.2",NA,NA,NA,NA,NA,NA,NA,NA
"6957","ChirPtOx-b00870.23",1.33384973358478e-56,0.298562057846262,1,0.998,2.62234857622767e-52,"9","ChirPtOx-b00870.2",NA,NA,NA,NA,NA,NA,NA,NA
"6958","Chir04Ox-b10440.23",1.53694319092114e-56,0.503555018081948,0.751,0.561,3.02163031335096e-52,"9","Chir04Ox-b10440.2",NA,NA,NA,NA,NA,NA,NA,NA
"6959","Chir05Ox-b16170.24",8.73865618915358e-50,0.270933783121897,0.973,0.888,1.71801980678759e-45,"9","Chir05Ox-b16170.2",NA,NA,NA,NA,NA,NA,NA,NA
"6960","Chir06Ox-b18420.23",1.33589000430372e-42,0.35730763598392,0.58,0.409,2.62635974846112e-38,"9","Chir06Ox-b18420.2",NA,NA,NA,NA,NA,NA,NA,NA
"6961","Chir04Ox-b00160.22",1.94348165430817e-21,0.318883786524715,0.205,0.128,3.82088493236985e-17,"9","Chir04Ox-b00160.2",NA,NA,NA,NA,NA,NA,NA,NA
"6962","Chir03Ox-b03770.2",3.01994144988308e-14,0.454890416627413,0.19,0.132,5.93720489047014e-10,"9","Chir03Ox-b03770.2",5760,"AT3G04520",2841,2673,NA,NA,"AT3G04520.1","amino acid metabolic process, cytosol, glycine biosynthetic process, L-allo-threonine aldolase activity, lyase activity, nucleus, threonine aldolase activity, threonine catabolic process"
"6963","Chir05Ox-b14840.21",0,3.3053547703327,0.598,0.057,0,"10","Chir05Ox-b14840.2",NA,NA,NA,NA,NA,NA,NA,NA
"6964","Chir06Ox-b31500.2",0,3.20351219752456,0.943,0.285,0,"10","Chir06Ox-b31500.2",14892,"AT5G07440",2392,2482,NA,NA,"GDH2","amino acid metabolic process, ATP binding, cobalt ion binding, copper ion binding, cytoplasm, glutamate catabolic process, glutamate dehydrogenase (NAD+) activity, glutamate dehydrogenase [NAD(P)+] activity, mitochondrion, plant-type vacuole, plasma membrane, zinc ion binding"
"6965","Chir04Ox-b15200.2",0,3.172182937658,0.989,0.852,0,"10","Chir04Ox-b15200.2",9158,"AT2G33150",3868,3922,NA,NA,"PKT3","acetyl-CoA C-acyltransferase activity, chloroplast, endoplasmic reticulum, fatty acid beta-oxidation, fatty acid oxidation, glyoxysome organization, jasmonic acid biosynthetic process, mitochondrion, nucleolus, peroxisome, phenylacetate catabolic process, plant-type vacuole, positive regulation of abscisic acid-activated signaling pathway, protein binding, response to wounding"
"6966","Chir04Ox-b21430.2",0,3.07425305863772,0.503,0.027,0,"10","Chir04Ox-b21430.2",9687,"AT2G38870",1217,1023,NA,NA,"AT2G38870.1","cytosol, defense response to fungus, extracellular region, plant-type cell wall, response to wounding"
"6967","Chir03Ox-b30010.2",0,2.92193135026733,0.953,0.38,0,"10","Chir03Ox-b30010.2",7794,"AT2G15960",1016,770,NA,NA,"F19G14.4","carboxylic acid metabolic process, cellular catabolic process, cellular_component, molecular_function, organic substance catabolic process, protein-containing complex assembly, response to light intensity, response to organonitrogen compound, response to temperature stimulus"
"6968","Chir06Ox-b08940.2",0,2.88886323057844,0.801,0.451,0,"10","Chir06Ox-b08940.2",NA,NA,NA,NA,NA,NA,NA,NA
"6969","Chir07Ox-b22290.2",0,2.82717262993872,0.689,0.233,0,"10","Chir07Ox-b22290.2",16954,"AT4G25260",1353,1526,NA,NA,"PMEI7","enzyme inhibitor activity, negative regulation of catalytic activity, pectinesterase inhibitor activity, shade avoidance"
"6970","Chir03Ox-b23340.21",0,2.82224719210517,0.918,0.216,0,"10","Chir03Ox-b23340.2",NA,NA,NA,NA,NA,NA,NA,NA
"6971","Chir05Ox-b12140.2",0,2.63873873351126,0.566,0.145,0,"10","Chir05Ox-b12140.2",11279,"AT3G47340",3286,3591,NA,NA,"ASN1","amino acid catabolic process, asparagine biosynthetic process, asparagine synthase (glutamine-hydrolyzing) activity, cellular response to sucrose starvation, cytoplasm, cytosol, glycolytic process, L-asparagine biosynthetic process, response to absence of light, response to fructose, response to glucose, response to sucrose"
"6972","Chir04Ox-b12220.2",0,2.60120602188241,0.983,0.821,0,"10","Chir04Ox-b12220.2",8932,"AT2G30490",2231,2387,NA,NA,"ATC4H","developmental process, endoplasmic reticulum, extracellular region, Golgi apparatus, heme binding, identical protein binding, iron ion binding, lignin metabolic process, peroxisome, phenylpropanoid biosynthetic process, phenylpropanoid metabolic process, plant-type cell wall, plant-type vacuole, plasma membrane, plasmodesma, pollen development, protein binding, response to light stimulus, response to wounding, trans-cinnamate 4-monooxygenase activity, ubiquinone biosynthetic process"
"6973","Chir01Ox-b32170.22",0,2.58017095423278,0.925,0.448,0,"10","Chir01Ox-b32170.2",NA,NA,NA,NA,NA,NA,NA,NA
"6974","Chir05Ox-b01040.21",0,2.5671326384542,0.807,0.143,0,"10","Chir05Ox-b01040.2",NA,NA,NA,NA,NA,NA,NA,NA
"6975","Chir01Ox-b15720.2",0,2.54915175757423,0.772,0.304,0,"10","Chir01Ox-b15720.2",1316,"AT1G15670",1534,1720,NA,NA,"KMD2","cytosol, molecular_function, negative regulation of cytokinin-activated signaling pathway, nucleus, regulation of phenylpropanoid metabolic process"
"6976","Chir07Ox-b03830.2",0,2.48136459698934,0.777,0.102,0,"10","Chir07Ox-b03830.2",15672,"AT5G39050",3517,2036,NA,NA,"AT5G39050.1","alpha-amino acid metabolic process, cellular catabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, cytoplasm, defense response to bacterium, defense response to fungus, immune system process, leaf senescence, O-malonyltransferase activity, organonitrogen compound catabolic process, regulation of defense response, response to abscisic acid, response to osmotic stress, response to salt stress, response to water deprivation, signal transduction, toxin metabolic process"
"6977","Chir04Ox-b16990.2",0,2.48111564502063,0.761,0.246,0,"10","Chir04Ox-b16990.2",9309,"AT2G34810",2183,2046,NA,NA,"AT2G34810.1","cytoplasm, FAD binding, plant-type cell wall, response to jasmonic acid, response to wounding"
"6978","Chir08Ox-b11300.21",0,2.47066634473562,0.604,0.104,0,"10","Chir08Ox-b11300.2",NA,NA,NA,NA,NA,NA,NA,NA
"6979","Chir02Ox-b27000.2",0,2.42844400779505,0.887,0.543,0,"10","Chir02Ox-b27000.2",5328,"AT1G80920",1144,1210,NA,NA,"Toc12","chloroplast, chloroplast stroma, nucleus, response to light stimulus"
"6980","Chir07Ox-b13540.2",0,2.33881311392847,0.982,0.697,0,"10","Chir07Ox-b13540.2",16256,"AT4G16760",4209,4361,NA,NA,"ACX1","acyl-CoA oxidase activity, cytoplasm, cytosol, defense response to insect, FAD binding, fatty acid beta-oxidation, fatty acid beta-oxidation using acyl-CoA oxidase, fatty acid binding, flavin adenine dinucleotide binding, jasmonic acid biosynthetic process, lipid homeostasis, long-chain fatty acid metabolic process, palmitoyl-CoA oxidase activity, peroxisome, plasmodesma, pollen development, response to fungus, response to wounding, very long-chain fatty acid metabolic process"
"6981","Chir04Ox-b19690.2",0,2.32258157392794,0.808,0.19,0,"10","Chir04Ox-b19690.2",9535,"AT2G37770",2078,2235,NA,NA,"ChlAKR","alcohol dehydrogenase (NADP+) activity, alditol:NADP+ 1-oxidoreductase activity, aldo-keto reductase (NADP) activity, chloroplast, cytoplasm, cytosol, endoplasmic reticulum, NADP+ binding, response to cold, response to salt stress, response to water deprivation, steroid dehydrogenase activity"
"6982","Chir02Ox-b03290.21",0,2.31122975017921,0.753,0.096,0,"10","Chir02Ox-b03290.2",NA,NA,NA,NA,NA,NA,NA,NA
"6983","Chir05Ox-b13900.2",0,2.29958444009542,0.986,0.527,0,"10","Chir05Ox-b13900.2",11416,"AT3G48990",2939,2921,NA,NA,"AT3G48990.1","apoplast, chloroplast, chloroplast stroma, cytoplasm, cytosol, defense response to fungus, fatty acid metabolic process, medium-chain fatty acid-CoA ligase activity, mitochondrion, oxalate catabolic process, oxalate-CoA ligase activity, plasmodesma, positive regulation of seed germination, seed coat development"
"6984","Chir04Ox-b14050.21",0,2.28869890884359,0.944,0.338,0,"10","Chir04Ox-b14050.2",NA,NA,NA,NA,NA,NA,NA,NA
"6985","Chir07Ox-b27790.21",0,2.27212067163222,0.986,0.834,0,"10","Chir07Ox-b27790.2",NA,NA,NA,NA,NA,NA,NA,NA
"6986","Chir02Ox-b16240.2",0,2.2715103045101,0.781,0.374,0,"10","Chir02Ox-b16240.2",4467,"AT1G69760",1115,1583,NA,NA,"T6C23.4","defense response to other organism, molecular_function, nucleus, protein-containing complex assembly, response to decreased oxygen levels, response to temperature stimulus, response to water, response to wounding, seed maturation"
"6987","Chir03Ox-b15170.2",0,2.27084979719412,0.832,0.496,0,"10","Chir03Ox-b15170.2",6728,"AT3G15450",1312,1140,NA,NA,"AT3G15450.2","amino acid metabolic process, cellular catabolic process, cellular response to nutrient levels, chloroplast, organonitrogen compound catabolic process, response to inorganic substance, response to light intensity"
"6988","Chir07Ox-b28810.21",0,2.26232106185035,0.984,0.738,0,"10","Chir07Ox-b28810.2",NA,NA,NA,NA,NA,NA,NA,NA
"6989","Chir01Ox-b41050.2",0,2.22722923427429,0.544,0.026,0,"10","Chir01Ox-b41050.2",3234,"AT1G52200",1566,1995,NA,NA,"F9I5.19","molecular_function, nucleus, response to oxidative stress"
"6990","Chir06Ox-b33630.2",0,2.22112108810023,0.355,0.02,0,"10","Chir06Ox-b33630.2",15068,"AT5G05340",1850,2006,NA,NA,"AT5G05340.1","apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development"
"6991","Chir03Ox-b00430.2",0,2.19494473775435,0.937,0.274,0,"10","Chir03Ox-b00430.2",5467,"AT3G01650",3173,3545,NA,NA,"AT3G01650.1","auxin metabolic process, cytokinin metabolic process, negative regulation of response to water deprivation, nucleus, plasma membrane, positive regulation of abscisic acid-activated signaling pathway, protein binding, ubiquitin protein ligase activity, ubiquitin-protein transferase activity"
"6992","Chir03Ox-b22100.2",0,2.14106388349764,0.477,0.025,0,"10","Chir03Ox-b22100.2",7295,"AT3G22060",1433,1458,NA,NA,"MZN24.26","cytosol, extracellular region, molecular_function, plant-type cell wall, plant-type vacuole, response to abscisic acid, secretory vesicle"
"6993","Chir06Ox-b23410.2",0,2.12254102411835,0.762,0.285,0,"10","Chir06Ox-b23410.2",14208,"AT5G15970",945,1024,NA,NA,"KIN2","chloroplast, cytoplasm, cytosol, mRNA binding, nucleus, plastid, protein binding, response to abscisic acid, response to cold, response to osmotic stress, response to water deprivation"
"6994","Chir05Ox-b08950.2",0,2.08599299998121,0.719,0.161,0,"10","Chir05Ox-b08950.2",NA,NA,NA,NA,NA,NA,NA,NA
"6995","Chir04Ox-b02750.2",0,2.0679843112386,0.991,0.667,0,"10","Chir04Ox-b02750.2",8369,"AT2G23320",1796,1486,"Yes","WRKY","WRKY15","calmodulin binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding"
"6996","Chir01Ox-b00780.21",0,2.06359351361383,0.758,0.191,0,"10","Chir01Ox-b00780.2",NA,NA,NA,NA,NA,NA,NA,NA
"6997","Chir07Ox-b22020.2",0,2.04799728510811,0.973,0.674,0,"10","Chir07Ox-b22020.2",16928,"AT4G24990",2002,2159,NA,NA,"ATGP4","catabolic process, molecular_function, plasma membrane"
"6998","Chir06Ox-b23270.2",0,2.04534785680801,0.993,0.804,0,"10","Chir06Ox-b23270.2",14196,"AT5G16110",2077,2318,NA,NA,"T21H19.30","developmental growth, molecular_function, response to light intensity"
"6999","Chir05Ox-b13270.2",0,2.03217112231485,0.87,0.188,0,"10","Chir05Ox-b13270.2",11364,"AT3G48360",2218,2971,NA,NA,"BT2","abscisic acid-activated signaling pathway, auxin-activated signaling pathway, calmodulin binding, circadian rhythm, cytoplasm, DNA-binding transcription factor activity, embryo sac development, nucleus, pollen development, positive regulation of telomerase activity, protein binding, regulation of DNA-templated transcription, response to abscisic acid, response to auxin, response to carbohydrate, response to cold, response to hydrogen peroxide, response to jasmonic acid, response to nitrate, response to salicylic acid, response to salt stress, response to wounding, sugar mediated signaling pathway"
"7000","Chir07Ox-b19580.2",0,2.03140753868781,0.938,0.517,0,"10","Chir07Ox-b19580.2",16746,"AT4G22820",1561,1438,NA,NA,"SAP9","defense response to other organism, DNA binding, nucleus, proteasome-mediated ubiquitin-dependent protein catabolic process, protein binding, ubiquitin protein ligase activity, zinc ion binding"
"7001","Chir03Ox-b15390.2",0,2.01660413331929,0.973,0.706,0,"10","Chir03Ox-b15390.2",6746,"AT3G15630",1091,1010,NA,NA,"MSJ11.3","molecular_function, nucleus, response to light intensity"
"7002","Chir04Ox-b13020.2",0,2.01618714050959,0.954,0.397,0,"10","Chir04Ox-b13020.2",8994,"AT2G31200",1193,1457,NA,NA,"ADF6","actin cytoskeleton, actin filament binding, actin filament depolymerization, cytoplasm"
"7003","Chir06Ox-b18770.2",0,1.99056659522314,0.891,0.338,0,"10","Chir06Ox-b18770.2",13829,"AT5G20250",3287,3298,NA,NA,"RS6","cellular response to hypoxia, chloroplast, cytoplasm, cytosol, galactinol-sucrose galactosyltransferase activity, mRNA binding, plasmodesma, response to cold, response to oxidative stress"
"7004","Chir01Ox-b08140.2",0,1.99013158213728,0.968,0.683,0,"10","Chir01Ox-b08140.2",682,"AT1G08570",2265,2139,NA,NA,"AT1G08570.3","cell redox homeostasis, chloroplast, chloroplast membrane, chloroplast stroma, hormone-mediated signaling pathway, nucleus, oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor, response to light intensity, response to osmotic stress, response to red or far red light, response to temperature stimulus, response to water"
"7005","Chir08Ox-b24850.22",0,1.98564332358075,0.796,0.357,0,"10","Chir08Ox-b24850.2",NA,NA,NA,NA,NA,NA,NA,NA
"7006","Chir06Ox-b00580.2",0,1.97730172457496,0.619,0.08,0,"10","Chir06Ox-b00580.2",12667,"AT5G47240",2173,2121,NA,NA,"atnudt8","ADP-ribose diphosphatase activity, cytosol, NAD binding, NADH pyrophosphatase activity, response to wounding"
"7007","Chir01Ox-b25170.2",0,1.95210684419999,0.902,0.532,0,"10","Chir01Ox-b25170.2",2120,"AT1G25560",1517,1758,"Yes","RAV","EDF1","cellular response to hypoxia, DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, nucleus, photoperiodism, flowering, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding"
"7008","Chir07Ox-b27840.2",0,1.9471653315557,0.995,0.71,0,"10","Chir07Ox-b27840.2",17422,"AT4G30600",3664,3368,NA,NA,"F17I23.60","endoplasmic reticulum, endoplasmic reticulum membrane, GTPase activity, membrane, protein targeting, protein targeting to ER, signal recognition particle binding, signal recognition particle receptor complex, SRP-dependent cotranslational protein targeting to membrane"
"7009","Chir04Ox-b14120.2",0,1.94405207963981,0.975,0.542,0,"10","Chir04Ox-b14120.2",9085,"AT2G32240",7227,6856,NA,NA,"AT2G32240.1","cytoplasm, endoplasmic reticulum, membrane, protein binding"
"7010","Chir07Ox-b23150.21",0,1.93283380008192,0.932,0.434,0,"10","Chir07Ox-b23150.2",NA,NA,NA,NA,NA,NA,NA,NA
"7011","Chir07Ox-b36630.21",0,1.92994091286277,0.999,0.965,0,"10","Chir07Ox-b36630.2",NA,NA,NA,NA,NA,NA,NA,NA
"7012","Chir08Ox-b27880.2",0,1.92747062298338,0.872,0.408,0,"10","Chir08Ox-b27880.2",20328,"AT5G65207",446,517,NA,NA,NA,"cellular response to hypoxia, cellular_component, hormone-mediated signaling pathway, molecular_function, response to hypoxia, response to organonitrogen compound"
"7013","Chir02Ox-b26510.21",0,1.91573788237599,0.876,0.472,0,"10","Chir02Ox-b26510.2",NA,NA,NA,NA,NA,NA,NA,NA
"7014","Chir03Ox-b01350.22",0,1.88273810740304,0.999,0.971,0,"10","Chir03Ox-b01350.2",NA,NA,NA,NA,NA,NA,NA,NA
"7015","Chir04Ox-b12230.21",0,1.86052889157657,0.863,0.483,0,"10","Chir04Ox-b12230.2",NA,NA,NA,NA,NA,NA,NA,NA
"7016","Chir08Ox-b09780.2",0,1.85727889175076,0.644,0.079,0,"10","Chir08Ox-b09780.2",18924,"AT4G08555",495,589,NA,NA,NA,"cellular_component, molecular_function, response to inorganic substance"
"7017","Chir02Ox-b11350.2",0,1.85041983300353,0.448,0.023,0,"10","Chir02Ox-b11350.2",4131,"AT1G65690",1785,1748,NA,NA,"NHL6","cytosol, molecular_function, plasma membrane, positive regulation of abscisic acid biosynthetic process, response to abscisic acid, response to osmotic stress, response to salt"
"7018","Chir02Ox-b14760.2",0,1.84299042132478,0.951,0.595,0,"10","Chir02Ox-b14760.2",4341,"AT1G68440",1512,1727,NA,NA,"T2E12.1","defense response to other organism, immune system process, molecular_function, nucleus, organic acid metabolic process, regulation of defense response, response to blue light, response to fungus, response to inorganic substance, response to light stimulus, response to organonitrogen compound, response to oxidative stress, response to wounding, small molecule biosynthetic process"
"7019","Chir05Ox-b16340.2",0,1.83886472195057,0.807,0.323,0,"10","Chir05Ox-b16340.2",11577,"AT3G51000",1693,1596,NA,NA,"AT3G51000.1","monocarboxylic acid metabolic process, nucleus, response to inorganic substance"
"7020","Chir04Ox-b28010.2",0,1.81766267014026,0.83,0.456,0,"10","Chir04Ox-b28010.2",10238,"AT2G45170",1349,1527,NA,NA,"ATATG8E","autophagosome, cellular response to nitrogen starvation, cellular response to starvation, cytoplasm, membrane, nucleus, protein binding, response to ethanol"
"7021","Chir08Ox-b17180.23",0,1.81130195179468,0.93,0.668,0,"10","Chir08Ox-b17180.2",NA,NA,NA,NA,NA,NA,NA,NA
"7022","Chir08Ox-b11800.2",0,1.81078799857183,0.736,0.239,0,"10","Chir08Ox-b11800.2",19038,"AT5G50450",1600,1632,NA,NA,"MXI22.17","amino acid metabolic process, cellular polysaccharide metabolic process, cellular response to hormone stimulus, hormone-mediated signaling pathway, macromolecule catabolic process, molecular_function, nucleus, organonitrogen compound catabolic process, response to abscisic acid, response to light stimulus, response to nitrogen compound"
"7023","Chir01Ox-b25520.22",0,1.79703497565237,0.96,0.631,0,"10","Chir01Ox-b25520.2",NA,NA,NA,NA,NA,NA,NA,NA
"7024","Chir05Ox-b01270.2",0,1.79189274880478,0.94,0.36,0,"10","Chir05Ox-b01270.2",10611,"AT2G02180",2929,2672,NA,NA,"AT2G02180.1","mitochondrion, plant-type vacuole membrane, viral replication complex formation and maintenance"
"7025","Chir04Ox-b13820.2",0,1.78500751990179,0.55,0.091,0,"10","Chir04Ox-b13820.2",9061,"AT2G31945",778,832,NA,NA,NA,"cellular_component, molecular_function, response to hypoxia, response to water deprivation, secondary metabolic process"
"7026","Chir07Ox-b34070.2",0,1.77800103141136,0.95,0.442,0,"10","Chir07Ox-b34070.2",17962,"AT1G19397",2052,936,NA,NA,NA,"biological_process, mitochondrion, molecular_function"
"7027","Chir03Ox-b20530.21",0,1.77501812327162,0.915,0.554,0,"10","Chir03Ox-b20530.2",NA,NA,NA,NA,NA,NA,NA,NA
"7028","Chir06Ox-b17820.2",0,1.77326570595142,0.998,0.925,0,"10","Chir06Ox-b17820.2",13745,"AT5G21940",1768,1756,NA,NA,"AT5G21940.1","nucleus, protein binding, response to oxidative stress, response to zinc ion"
"7029","Chir03Ox-b04030.21",0,1.7712405450366,0.996,0.823,0,"10","Chir03Ox-b04030.2",NA,NA,NA,NA,NA,NA,NA,NA
"7030","Chir06Ox-b29900.2",0,1.75712971185434,0.648,0.237,0,"10","Chir06Ox-b29900.2",14755,"AT5G09440",1298,1522,NA,NA,"EXL4","chloroplast, molecular_function, plasmodesma, response to oomycetes"
"7031","Chir07Ox-b16080.2",0,1.74205263520277,0.858,0.259,0,"10","Chir07Ox-b16080.2",16472,"AT4G19120",4267,4065,NA,NA,"AT4G19120.1","cell wall biogenesis, cytoplasm, developmental growth, endosome, Golgi apparatus, Golgi trans cisterna, nucleus, plant-type cell wall organization or biogenesis, small molecule metabolic process, trans-Golgi network"
"7032","Chir03Ox-b13230.21",0,1.74164687701555,0.594,0.106,0,"10","Chir03Ox-b13230.2",NA,NA,NA,NA,NA,NA,NA,NA
"7033","Chir08Ox-b18670.2",0,1.73795362776982,0.825,0.405,0,"10","Chir08Ox-b18670.2",19543,"AT5G56550",964,1118,NA,NA,"ATOXS3","nuclear speck, nucleus, protein binding, regulation of photoperiodism, flowering, regulation of response to water deprivation, response to cadmium ion, response to copper ion, response to far red light, response to light stimulus, response to oxidative stress, response to red light, response to wounding, response to zinc ion"
"7034","Chir03Ox-b17240.2",0,1.73123815930576,0.96,0.741,0,"10","Chir03Ox-b17240.2",6898,"AT3G17390",2375,1904,NA,NA,"MTO3","cytoplasm, cytosol, lignin biosynthetic process, methionine adenosyltransferase activity, methionine metabolic process, mRNA binding, nucleolus, plant-type cell wall, plasma membrane, plasmodesma, response to cold, S-adenosylmethionine biosynthetic process"
"7035","Chir07Ox-b30770.2",0,1.71818584291489,0.726,0.121,0,"10","Chir07Ox-b30770.2",17675,"AT4G33467",1068,760,NA,NA,NA,"hormone-mediated signaling pathway, molecular_function, nucleus, response to abscisic acid, response to light stimulus, response to nitrogen compound, response to water deprivation, response to wounding"
"7036","Chir01Ox-b15520.2",0,1.71028565821646,0.805,0.259,0,"10","Chir01Ox-b15520.2",1297,"AT1G15400",1074,1319,NA,NA,"AT1G15400.2","cellular response to oxygen-containing compound, nucleus, plasma membrane, protein binding, response to blue light, response to inorganic substance, signal transduction"
"7037","Chir05Ox-b16990.2",0,1.70764816793618,0.704,0.169,0,"10","Chir05Ox-b16990.2",11632,"AT3G51660",2300,1327,NA,NA,"MDL3","aging, cytoplasm, defense response to bacterium, extracellular space, immune system process, nucleus, oxoacid metabolic process, peroxisome, phenylpyruvate tautomerase activity, porphyrin-containing compound metabolic process, protein binding, regulation of defense response, response to inorganic substance, response to jasmonic acid, response to light stimulus, response to wounding"
"7038","Chir08Ox-b24100.2",0,1.68928379506284,0.832,0.169,0,"10","Chir08Ox-b24100.2",19987,"AT5G61560",3967,3985,NA,NA,"PUB51","cellular response to organic substance, cellular response to oxygen-containing compound, chloroplast, defense response to bacterium, immune system process, nucleus, protein kinase activity, protein phosphorylation, regulation of defense response, response to abscisic acid, response to chitin, response to fungus, response to inorganic substance, response to organic cyclic compound, signal transduction, small molecule metabolic process, ubiquitin-protein transferase activity"
"7039","Chir07Ox-b32790.2",0,1.68532107238347,0.795,0.366,0,"10","Chir07Ox-b32790.2",17848,"AT4G35320",905,961,NA,NA,"F23E12.120","cellular component biogenesis, molecular_function, nucleus"
"7040","Chir07Ox-b11450.2",0,1.6834495008305,0.904,0.436,0,"10","Chir07Ox-b11450.2",16103,"AT4G15130",2114,1915,NA,NA,"ATCCT2","CDP-choline pathway, choline-phosphate cytidylyltransferase activity, nucleus, phosphatidylcholine binding, phosphatidylcholine biosynthetic process"
"7041","Chir03Ox-b03910.22",0,1.67544722251946,0.92,0.437,0,"10","Chir03Ox-b03910.2",NA,NA,NA,NA,NA,NA,NA,NA
"7042","Chir04Ox-b13430.2",0,1.67303372038386,0.845,0.568,0,"10","Chir04Ox-b13430.2",9032,"AT2G31570",1947,1949,NA,NA,"ATGPX2","carboxylic acid metabolic process, catabolic process, cytoplasm, cytosol, defense response, glutathione peroxidase activity, leaf senescence, nucleus, organelle organization, peroxidase activity, peroxisome, plasma membrane, porphyrin-containing compound metabolic process, protein binding, response to oxidative stress, response to water deprivation, salicylic acid binding"
"7043","Chir06Ox-b36920.21",0,1.67097996153167,0.622,0.147,0,"10","Chir06Ox-b36920.2",NA,NA,NA,NA,NA,NA,NA,NA
"7044","Chir05Ox-b00600.2",0,1.66634578460436,0.446,0.021,0,"10","Chir05Ox-b00600.2",10555,"AT2G01610",1630,1107,NA,NA,"T8O11.22","enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity"
"7045","Chir06Ox-b31720.2",0,1.65048181580138,0.787,0.157,0,"10","Chir06Ox-b31720.2",14912,"AT5G07220",1948,1779,NA,NA,"ATBAG3","adenyl-nucleotide exchange factor activity, chaperone binding, cytoplasm, nucleus, protein stabilization"
"7046","Chir05Ox-b03210.2",0,1.65010808086583,0.874,0.524,0,"10","Chir05Ox-b03210.2",10764,"AT3G25900",2281,2216,NA,NA,"ATHMT-1","cytoplasm, methionine biosynthetic process, S-adenosylmethionine-homocysteine S-methyltransferase activity, S-methylmethionine cycle, zinc ion binding"
"7047","Chir08Ox-b03770.2",0,1.64902322374482,0.624,0.105,0,"10","Chir08Ox-b03770.2",18562,"AT4G03510",1728,2317,NA,NA,"ATRMA1","endoplasmic reticulum, ER-associated misfolded protein catabolic process, membrane, nucleus, protein exit from endoplasmic reticulum, secretion by cell, ubiquitin protein ligase activity, ubiquitin-dependent protein catabolic process, ubiquitin-like protein conjugating enzyme binding, ubiquitin-protein transferase activity"
"7048","Chir08Ox-b29900.2",0,1.64841178391469,0.817,0.421,0,"10","Chir08Ox-b29900.2",20494,"AT5G66650",1457,4009,NA,NA,"cMCU","calcium channel activity, calcium import into the mitochondrion, calcium ion import, cellular response to hypoxia, chloroplast, chloroplast envelope, mitochondrial calcium ion homeostasis, uniplex complex, uniporter activity"
"7049","Chir05Ox-b28600.2",0,1.64592004393161,0.674,0.114,0,"10","Chir05Ox-b28600.2",12560,"AT3G62990",710,785,NA,NA,"T20O10.90","catabolic process, molecular_function, monocarboxylic acid metabolic process, nucleus, response to abscisic acid, response to osmotic stress, response to water deprivation"
"7050","Chir06Ox-b14190.21",0,1.64213388385032,0.826,0.351,0,"10","Chir06Ox-b14190.2",NA,NA,NA,NA,NA,NA,NA,NA
"7051","Chir03Ox-b01480.2",0,1.63346820649915,0.92,0.741,0,"10","Chir03Ox-b01480.2",5563,"AT3G02360",2505,2376,NA,NA,"PGD2","chloroplast stroma, cytoplasm, cytosol, D-gluconate catabolic process, male-female gamete recognition during double fertilization forming a zygote and endosperm, NADP binding, pentose-phosphate shunt, oxidative branch, peroxisome, phosphogluconate dehydrogenase (decarboxylating) activity, protein binding, secretory vesicle"
"7052","Chir07Ox-b35520.2",0,1.62019362385518,0.795,0.402,0,"10","Chir07Ox-b35520.2",18094,"AT4G38060",1779,2267,NA,NA,"CCI2","aging, chloroplast, mitochondrion, molecular_function, response to wounding"
"7053","Chir02Ox-b17050.21",0,1.62013830522154,0.923,0.39,0,"10","Chir02Ox-b17050.2",NA,NA,NA,NA,NA,NA,NA,NA
"7054","Chir07Ox-b21720.21",0,1.61780851515109,0.953,0.777,0,"10","Chir07Ox-b21720.2",NA,NA,NA,NA,NA,NA,NA,NA
"7055","Chir08Ox-b19670.2",0,1.61209039624289,0.663,0.153,0,"10","Chir08Ox-b19670.2",19625,"AT5G57480",2096,2132,NA,NA,"MUA2.5","cellular_component, defense response to fungus, molecular_function, oxoacid metabolic process, response to abscisic acid, response to bacterium, response to salicylic acid, response to water deprivation, secondary metabolic process"
"7056","Chir06Ox-b35770.2",0,1.60803854822517,0.994,0.812,0,"10","Chir06Ox-b35770.2",15248,"AT5G20620",1980,1956,NA,NA,"UBQ4","cytoplasm, modification-dependent protein catabolic process, mRNA binding, nucleus, protein tag, ubiquitin protein ligase binding, ubiquitin-dependent protein catabolic process"
"7057","Chir01Ox-b06410.2",0,1.60695040613209,0.909,0.255,0,"10","Chir01Ox-b06410.2",540,"AT1G07030",2385,2405,NA,NA,"AT1G07030.1","cellular respiration, chloroplast, embryo development, ferrous iron transmembrane transporter activity, iron import into the mitochondrion, iron ion homeostasis, iron ion transmembrane transporter activity, mitochondrial membrane, mitochondrion"
