,Chirsutav12,pval,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,X,Athaliana,Chir_length,Ath_length,TF,TF_family,Gene_code_name,Gene_functions
239,Chir05Ox-b12760.21,0,0.350537044,0.509,0.09,0,9,Chir05Ox-b12760.2,NA,NA,NA,NA,NA,NA,NA,NA
240,Chir05Ox-b16570.21,0,2.510304749,0.912,0.073,0,9,Chir05Ox-b16570.2,NA,NA,NA,NA,NA,NA,NA,NA
241,Chir05Ox-b16620.22,0,1.104428627,0.499,0.074,0,9,Chir05Ox-b16620.2,NA,NA,NA,NA,NA,NA,NA,NA
242,Chir05Ox-b17060.21,0,1.227706293,0.802,0.071,0,9,Chir05Ox-b17060.2,NA,NA,NA,NA,NA,NA,NA,NA
243,Chir05Ox-b17110.21,0,1.696507169,0.882,0.062,0,9,Chir05Ox-b17110.2,NA,NA,NA,NA,NA,NA,NA,NA
244,Chir05Ox-b17310.2,0,0.452340675,0.548,0.035,0,9,Chir05Ox-b17310.2,11656,AT3G51930,1547,1717,NA,NA,F4F15.40,"cell differentiation, cell division, Cul4-RING E3 ubiquitin ligase complex, developmental growth, molecular_function, nucleus, root development, tissue development"
245,Chir05Ox-b20190.21,0,0.769405558,0.728,0.089,0,9,Chir05Ox-b20190.2,NA,NA,NA,NA,NA,NA,NA,NA
246,Chir05Ox-b21300.22,0,0.376373428,0.522,0.072,0,9,Chir05Ox-b21300.2,NA,NA,NA,NA,NA,NA,NA,NA
247,Chir05Ox-b21740.21,0,0.559734831,0.588,0.068,0,9,Chir05Ox-b21740.2,NA,NA,NA,NA,NA,NA,NA,NA
248,Chir06Ox-b05150.21,0,1.749867934,0.91,0.079,0,9,Chir06Ox-b05150.2,NA,NA,NA,NA,NA,NA,NA,NA
249,Chir06Ox-b13800.2,0,0.273268667,0.438,0.075,0,9,Chir06Ox-b13800.2,NA,NA,NA,NA,NA,NA,NA,NA
250,Chir06Ox-b33380.2,0,0.313735601,0.485,0.066,0,9,Chir06Ox-b33380.2,15044,AT5G05630,1843,2203,NA,NA,PUT3,"basic amino acid transmembrane transporter activity, cadaverine transport, plasma membrane, polyamine transmembrane transporter activity, polyamine transport, response to heat"
251,Chir06Ox-b37380.2,0,0.72436159,0.726,0.083,0,9,Chir06Ox-b37380.2,15382,AT5G01420,1604,1490,NA,NA,AT5G01420.1,"cytokinesis, glutathione oxidoreductase activity, meiotic cell cycle process, multicellular organismal reproductive process, negative regulation of cellular process, nucleus"
252,Chir07Ox-b04060.2,0,0.262466386,0.465,0.07,0,9,Chir07Ox-b04060.2,NA,NA,NA,NA,NA,NA,NA,NA
253,Chir07Ox-b04740.2,0,0.478784126,0.607,0.076,0,9,Chir07Ox-b04740.2,15721,AT5G38300,1111,1161,NA,NA,MSI17.3,"biological_process, cellular_component, molecular_function"
254,Chir07Ox-b06540.21,0,1.849295519,0.813,0.08,0,9,Chir07Ox-b06540.2,NA,NA,NA,NA,NA,NA,NA,NA
255,Chir07Ox-b11460.21,0,1.164783126,0.701,0.041,0,9,Chir07Ox-b11460.2,NA,NA,NA,NA,NA,NA,NA,NA
256,Chir07Ox-b21320.2,0,0.945451959,0.774,0.047,0,9,Chir07Ox-b21320.2,16865,AT4G24265,875,692,NA,NA,NA,"biological_process, mitochondrion, molecular_function"
257,Chir07Ox-b25410.21,0,0.860758748,0.68,0.098,0,9,Chir07Ox-b25410.2,NA,NA,NA,NA,NA,NA,NA,NA
258,Chir07Ox-b25670.2,0,0.436402146,0.615,0.07,0,9,Chir07Ox-b25670.2,17239,AT4G28430,2239,2233,NA,NA,AT4G28430.1,"biological_process, nucleus"
259,Chir07Ox-b34930.22,0,1.073041541,0.663,0.091,0,9,Chir07Ox-b34930.2,NA,NA,NA,NA,NA,NA,NA,NA
260,Chir08Ox-b02080.21,0,2.479564376,0.835,0.098,0,9,Chir08Ox-b02080.2,NA,NA,NA,NA,NA,NA,NA,NA
261,Chir08Ox-b03260.2,0,0.317463941,0.444,0.026,0,9,Chir08Ox-b03260.2,18520,AT4G03010,2228,1839,NA,NA,T4I9.11,"molecular_function, plasma membrane, signal transduction"
262,Chir08Ox-b07020.2,0,0.310410475,0.486,0.076,0,9,Chir08Ox-b07020.2,18764,AT4G11140,1979,1768,Yes,ERF,AT4G11140.1,"cotyledon development, DNA-binding transcription factor activity, leaf development, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding"
263,Chir08Ox-b17660.2,0,0.259427505,0.358,0.01,0,9,Chir08Ox-b17660.2,NA,NA,NA,NA,NA,NA,NA,NA
264,Chir08Ox-b17810.2,0,0.442204947,0.443,0.027,0,9,Chir08Ox-b17810.2,19474,AT5G55830,2378,2226,NA,NA,LecRK-S.7,"chloroplast, defense response to bacterium, defense response to oomycetes, kinase activity, plasma membrane, protein phosphorylation, transmembrane receptor protein serine/threonine kinase activity"
265,Chir08Ox-b18100.21,0,1.473537779,0.696,0.045,0,9,Chir08Ox-b18100.2,NA,NA,NA,NA,NA,NA,NA,NA
266,Chir08Ox-b28070.21,0,0.548934125,0.495,0.079,0,9,Chir08Ox-b28070.2,NA,NA,NA,NA,NA,NA,NA,NA
267,Chir08Ox-b30340.21,0,2.305053131,0.694,0.077,0,9,Chir08Ox-b30340.2,NA,NA,NA,NA,NA,NA,NA,NA
268,Chir08Ox-b30440.21,0,1.812960987,0.706,0.086,0,9,Chir08Ox-b30440.2,NA,NA,NA,NA,NA,NA,NA,NA
269,Chir01Ox-b06420.2,0,0.555403689,0.356,0.017,0,10,Chir01Ox-b06420.2,541,AT1G07040,2253,2468,NA,NA,F10K1.25,"cellular catabolic process, chloroplast, molecular_function, monocarboxylic acid metabolic process, organonitrogen compound catabolic process, response to abscisic acid, response to light stimulus, signal transduction"
270,Chir01Ox-b12230.2,0,1.079513881,0.47,0.084,0,10,Chir01Ox-b12230.2,1026,AT1G12320,1223,3718,NA,NA,F5O11.5,"hormone-mediated signaling pathway, molecular_function, response to abscisic acid, response to water deprivation, root development"
271,Chir01Ox-b13030.2,0,1.011493359,0.328,0.012,0,10,Chir01Ox-b13030.2,1089,AT1G13080,1836,1994,NA,NA,CYP71B2,"chloroplast, extracellular region, heat acclimation, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
272,Chir01Ox-b13060.2,0,0.83234348,0.52,0.039,0,10,Chir01Ox-b13060.2,1091,AT1G13100,1841,1866,NA,NA,CYP71B29,"defense response to bacterium, defense response to fungus, extracellular region, heme binding, hormone-mediated signaling pathway, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, oxoacid metabolic process, plasmodesma, secondary metabolic process"
273,Chir01Ox-b13940.2,0,0.702918598,0.559,0.079,0,10,Chir01Ox-b13940.2,1168,AT1G13990,2152,1935,NA,NA,F7A19.8,"carboxylic acid metabolic process, cellular response to oxygen-containing compound, chloroplast, defense response to other organism, hormone-mediated signaling pathway, leaf senescence, molecular_function, regulation of signal transduction, response to abscisic acid, response to water deprivation, response to wounding, secondary metabolic process"
274,Chir01Ox-b15010.22,0,1.435233935,0.454,0.066,0,10,Chir01Ox-b15010.2,NA,NA,NA,NA,NA,NA,NA,NA
275,Chir01Ox-b24510.21,0,1.081791981,0.562,0.076,0,10,Chir01Ox-b24510.2,NA,NA,NA,NA,NA,NA,NA,NA
276,Chir01Ox-b27150.2,0,1.353812592,0.724,0.084,0,10,Chir01Ox-b27150.2,2296,AT1G28390,1781,2309,NA,NA,F3M18.17,"defense response to bacterium, defense response to other organism, nucleus, phosphorylation, plasma membrane, protein phosphorylation, protein serine/threonine kinase activity, response to fungus, response to inorganic substance, response to nitrogen compound, response to temperature stimulus, tissue development, transmembrane receptor protein tyrosine kinase activity"
277,Chir01Ox-b29290.2,0,0.565321712,0.423,0.045,0,10,Chir01Ox-b29290.2,2456,AT1G30740,1834,1744,NA,NA,AtBBE12,"biological_process, chloroplast, FAD binding, oxidoreductase activity, plant-type cell wall, plasmodesma, vacuole"
278,Chir01Ox-b40640.2,0,0.984044172,0.551,0.05,0,10,Chir01Ox-b40640.2,3208,AT1G51790,4487,5356,NA,NA,F19C24.24,"ATP binding, cellular response to organic substance, defense response to bacterium, defense response to fungus, inorganic anion transport, kinase activity, phosphorylation, protein kinase activity, protein phosphorylation, regulation of defense response, regulation of immune system process, response to fungus, response to molecule of bacterial origin, response to organic cyclic compound, response to salicylic acid, signal transduction"
279,Chir01Ox-b41050.2,0,2.227229234,0.544,0.026,0,10,Chir01Ox-b41050.2,3234,AT1G52200,1566,1995,NA,NA,F9I5.19,"molecular_function, nucleus, response to oxidative stress"
280,Chir01Ox-b43790.2,0,0.467431928,0.384,0.056,0,10,Chir01Ox-b43790.2,3440,AT1G55365,1307,1048,NA,NA,NA,"biological_process, molecular_function, nucleus"
281,Chir02Ox-b03090.2,0,0.766495892,0.526,0.092,0,10,Chir02Ox-b03090.2,3700,AT1G62370,1306,1323,NA,NA,F24O1.39,"aging, carboxylic acid metabolic process, cellular catabolic process, molecular_function, nucleus, organic substance catabolic process, response to water deprivation, response to wounding"
282,Chir02Ox-b03290.21,0,2.31122975,0.753,0.096,0,10,Chir02Ox-b03290.2,NA,NA,NA,NA,NA,NA,NA,NA
283,Chir02Ox-b03920.21,0,0.799264635,0.416,0.084,0,10,Chir02Ox-b03920.2,NA,NA,NA,NA,NA,NA,NA,NA
284,Chir02Ox-b08950.2,0,1.425562293,0.417,0.038,0,10,Chir02Ox-b08950.2,4007,AT1G56250,1333,1525,NA,NA,AtPP2-B14,"camalexin biosynthetic process, carbohydrate binding, cellular response to organic substance, cellular response to oxygen-containing compound, chloroplast, cytoplasm, defense response to bacterium, defense response to fungus, immune system process, nucleus, phyllome development, protein binding, regulation of defense response, response to abscisic acid, response to chitin, response to inorganic substance, response to salicylic acid, response to wounding"
285,Chir02Ox-b11050.2,0,1.189250309,0.394,0.086,0,10,Chir02Ox-b11050.2,4113,AT1G65486,796,1125,NA,NA,STMP4,"extracellular region, mitochondrion, molecular_function, nucleus, response to water deprivation"
286,Chir02Ox-b11350.2,0,1.850419833,0.448,0.023,0,10,Chir02Ox-b11350.2,4131,AT1G65690,1785,1748,NA,NA,NHL6,"cytosol, molecular_function, plasma membrane, positive regulation of abscisic acid biosynthetic process, response to abscisic acid, response to osmotic stress, response to salt"
287,Chir02Ox-b12400.2,0,1.013725833,0.566,0.065,0,10,Chir02Ox-b12400.2,4184,AT1G66480,4129,2139,NA,NA,F28G11.8,"molecular_function, response to fungus"
288,Chir02Ox-b14340.2,0,0.670041857,0.538,0.063,0,10,Chir02Ox-b14340.2,4303,AT1G68050,2294,2268,NA,NA,ADO3,"circadian rhythm, cytosol, negative regulation of cellulose biosynthetic process, nucleus, positive regulation of flower development, protein binding, regulation of DNA-templated transcription, regulation of gene expression, response to blue light, SCF ubiquitin ligase complex, ubiquitin-dependent protein catabolic process"
289,Chir02Ox-b17120.2,0,1.128554446,0.557,0.082,0,10,Chir02Ox-b17120.2,NA,NA,NA,NA,NA,NA,NA,NA
290,Chir02Ox-b20850.2,0,1.243950327,0.336,0.01,0,10,Chir02Ox-b20850.2,4833,AT1G74010,1958,2112,NA,NA,AT1G74010.1,"biosynthetic process, extracellular region, mitochondrion, plant-type cell wall, plasma membrane, response to abscisic acid, response to wounding, strictosidine synthase activity"
291,Chir02Ox-b20860.2,0,0.994530387,0.379,0.044,0,10,Chir02Ox-b20860.2,4834,AT1G74020,2209,2320,NA,NA,SS2,"biosynthetic process, cellular response to potassium ion starvation, chloroplast, Golgi apparatus, mitochondrion, plant-type vacuole, plasma membrane, plasmodesma, response to jasmonic acid, response to wounding"
292,Chir02Ox-b21700.2,0,0.480710698,0.424,0.091,0,10,Chir02Ox-b21700.2,4897,AT1G74750,3530,3889,NA,NA,F25A4.28,"mitochondrion, molecular_function, response to light stimulus"
293,Chir02Ox-b23120.2,0,1.216780724,0.689,0.071,0,10,Chir02Ox-b23120.2,5007,AT1G76070,1625,1229,NA,NA,AT1G76070.1,"cellular response to lipid, defense response to bacterium, defense response to fungus, hormone-mediated signaling pathway, immune system process, jasmonic acid mediated signaling pathway, monocarboxylic acid metabolic process, nucleus, organic acid biosynthetic process, protein binding, regulation of defense response, response to abscisic acid, response to chitin, response to inorganic substance, response to organic cyclic compound, response to oxidative stress, response to salt stress, response to temperature stimulus, response to wounding"
294,Chir02Ox-b23970.2,0,0.639807005,0.371,0.065,0,10,Chir02Ox-b23970.2,5079,AT1G76890,2278,2383,Yes,Trihelix,AT-GT2,"developmental growth, DNA-binding transcription factor activity, nucleus, phosphate-containing compound metabolic process, porphyrin-containing compound metabolic process, protein binding, regulation of DNA-templated transcription, response to bacterium, response to lipid, response to radiation"
295,Chir02Ox-b27870.2,0,1.327301423,0.516,0.064,0,10,Chir02Ox-b27870.2,5400,AT1G80120,1355,1542,NA,NA,F18B13.20,"anatomical structure maturation, carboxylic acid biosynthetic process, cell differentiation, cell wall organization or biogenesis, cellular_component, defense response, flavonoid metabolic process, glycosyl compound metabolic process, molecular_function, oxoacid metabolic process, response to abscisic acid, response to inorganic substance, response to jasmonic acid, response to wounding, root morphogenesis, tissue development"
296,Chir03Ox-b00140.2,0,0.996267613,0.518,0.074,0,10,Chir03Ox-b00140.2,5444,AT3G01970,1210,1460,Yes,WRKY,WRKY45,"DNA-binding transcription factor activity, nucleus, phosphate ion transport, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding, transcription factor binding"
297,Chir03Ox-b01260.2,0,1.044578399,0.535,0.094,0,10,Chir03Ox-b01260.2,5543,AT3G02140,1747,1814,NA,NA,TMAC2,"negative regulation of abscisic acid-activated signaling pathway, negative regulation of DNA-templated transcription, nucleus, protein binding, regulation of starch biosynthetic process, response to abscisic acid, response to salt stress, signal transduction"
298,Chir03Ox-b01930.2,0,0.930359438,0.556,0.065,0,10,Chir03Ox-b01930.2,5603,AT3G02800,1630,1622,NA,NA,PFA-DSP3,"cytoplasm, defense response to bacterium, hormone-mediated signaling pathway, immune system process, indole-containing compound metabolic process, nucleus, phosphatase activity, protein binding, protein dephosphorylation, protein tyrosine phosphatase activity, protein tyrosine/serine/threonine phosphatase activity, regulation of defense response, response to abscisic acid, response to chitin, response to fungus, response to inorganic substance, response to osmotic stress, response to salicylic acid, toxin metabolic process"
299,Chir03Ox-b08720.21,0,1.07635558,0.392,0.084,0,10,Chir03Ox-b08720.2,NA,NA,NA,NA,NA,NA,NA,NA
300,Chir03Ox-b10260.2,0,0.816121807,0.529,0.086,0,10,Chir03Ox-b10260.2,6309,AT3G10960,2306,2245,NA,NA,ATAZG1,"adenine transport, cytosol, guanine transport, plasma membrane, purine nucleobase transmembrane transporter activity, purine nucleobase transport"
301,Chir03Ox-b22100.2,0,2.141063883,0.477,0.025,0,10,Chir03Ox-b22100.2,7295,AT3G22060,1433,1458,NA,NA,MZN24.26,"cytosol, extracellular region, molecular_function, plant-type cell wall, plant-type vacuole, response to abscisic acid, secretory vesicle"
302,Chir03Ox-b25280.2,0,0.76512154,0.601,0.085,0,10,Chir03Ox-b25280.2,7537,AT3G24840,3723,4060,NA,NA,K7P8.31,"chloroplast, molecular_function, response to light stimulus"
303,Chir03Ox-b30890.2,0,0.528704615,0.334,0.03,0,10,Chir03Ox-b30890.2,7840,AT2G16790,1730,1417,NA,NA,AT2G16790.1,"cytoplasm, D-gluconate catabolic process, gluconokinase activity"
304,Chir03Ox-b35260.2,0,0.814636473,0.463,0.063,0,10,Chir03Ox-b35260.2,8148,AT2G20670,1962,1887,NA,NA,AT2G20670.1,"chloroplast, nucleus, response to nutrient levels"
305,Chir04Ox-b11780.2,0,0.923672761,0.355,0.039,0,10,Chir04Ox-b11780.2,8898,AT2G30140,2024,1882,NA,NA,AT2G30140.1,"cytoplasm, cytosol, glycosyltransferase activity, nucleus, regulation of flower development, UDP-glycosyltransferase activity"
306,Chir04Ox-b11890.2,0,0.740141327,0.479,0.046,0,10,Chir04Ox-b11890.2,8907,AT2G30250,2128,2130,Yes,WRKY,WRKY25,"cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to cold, response to osmotic stress, response to salt stress, sequence-specific DNA binding"
307,Chir04Ox-b13820.2,0,1.78500752,0.55,0.091,0,10,Chir04Ox-b13820.2,9061,AT2G31945,778,832,NA,NA,NA,"cellular_component, molecular_function, response to hypoxia, response to water deprivation, secondary metabolic process"
308,Chir04Ox-b20710.2,0,0.581585683,0.432,0.065,0,10,Chir04Ox-b20710.2,9626,AT2G38250,1604,1946,Yes,Trihelix,AT2G38250.1,"DNA-binding transcription factor activity, mediator complex, nucleolus, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding"
309,Chir04Ox-b21430.2,0,3.074253059,0.503,0.027,0,10,Chir04Ox-b21430.2,9687,AT2G38870,1217,1023,NA,NA,AT2G38870.1,"cytosol, defense response to fungus, extracellular region, plant-type cell wall, response to wounding"
310,Chir04Ox-b22690.2,0,0.755591635,0.456,0.033,0,10,Chir04Ox-b22690.2,9794,AT2G40080,1108,659,NA,NA,ELF4,"entrainment of circadian clock, nucleus, photoperiodism, photoperiodism, flowering, positive regulation of circadian rhythm, protein binding, protein homodimerization activity, red or far-red light signaling pathway, regulation of flower development, response to red light"
311,Chir04Ox-b22870.2,0,1.386166002,0.481,0.024,0,10,Chir04Ox-b22870.2,9809,AT2G40180,1640,1781,NA,NA,ATHPP2C5,"abscisic acid-activated signaling pathway, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, stomatal lineage progression"
312,Chir04Ox-b25120.2,0,0.8854231,0.403,0.024,0,10,Chir04Ox-b25120.2,10000,AT2G42360,704,1244,NA,NA,ATL41,ubiquitin-protein transferase activity
313,Chir04Ox-b26260.2,0,1.177387457,0.407,0.019,0,10,Chir04Ox-b26260.2,10098,AT2G43510,704,900,NA,NA,ATTI1,"defense response, defense response to fungus, extracellular region, secretory vesicle, serine-type endopeptidase inhibitor activity, sodium channel inhibitor activity"
314,Chir04Ox-b26270.2,0,1.606925597,0.557,0.056,0,10,Chir04Ox-b26270.2,NA,NA,NA,NA,NA,NA,NA,NA
315,Chir04Ox-b27400.21,0,1.084312513,0.494,0.091,0,10,Chir04Ox-b27400.2,NA,NA,NA,NA,NA,NA,NA,NA
316,Chir04Ox-b30120.2,0,0.558809095,0.329,0.025,0,10,Chir04Ox-b30120.2,10418,AT2G47190,1404,1558,Yes,MYB,ATMYB2,"calmodulin binding, cellular response to phosphate starvation, DNA binding, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, regulation of DNA-templated transcription, response to abscisic acid, response to salt stress, response to water deprivation, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, transcription cis-regulatory region binding"
317,Chir05Ox-b00600.2,0,1.666345785,0.446,0.021,0,10,Chir05Ox-b00600.2,10555,AT2G01610,1630,1107,NA,NA,T8O11.22,"enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity"
318,Chir05Ox-b01810.2,0,0.860390897,0.359,0.019,0,10,Chir05Ox-b01810.2,10657,AT2G02990,1883,1380,NA,NA,RNS1,"aging, anthocyanin-containing compound biosynthetic process, cellular response to phosphate starvation, endoribonuclease activity, extracellular region, plant-type cell wall, response to wounding, ribonuclease activity, ribonuclease T2 activity, RNA binding, RNA catabolic process"
319,Chir05Ox-b02030.21,0,1.4552764,0.522,0.047,0,10,Chir05Ox-b02030.2,NA,NA,NA,NA,NA,NA,NA,NA
320,Chir05Ox-b02870.2,0,0.827106441,0.378,0.05,0,10,Chir05Ox-b02870.2,10737,AT3G25597,787,1070,NA,NA,NA,"carboxylic acid metabolic process, cell differentiation, cellular_component, defense response to bacterium, developmental growth, immune system process, molecular_function, response to fungus, response to organonitrogen compound"
321,Chir05Ox-b04600.2,0,0.799421329,0.421,0.028,0,10,Chir05Ox-b04600.2,NA,NA,NA,NA,NA,NA,NA,NA
322,Chir05Ox-b07040.2,0,1.02686968,0.518,0.076,0,10,Chir05Ox-b07040.2,11010,AT3G29034,753,871,NA,NA,NA,"defense response to bacterium, defense response to fungus, defense response to other organism, inorganic anion transport, mitochondrion, molecular_function, regulation of defense response, root development"
323,Chir05Ox-b14010.21,0,1.490873991,0.414,0.081,0,10,Chir05Ox-b14010.2,NA,NA,NA,NA,NA,NA,NA,NA
324,Chir05Ox-b14380.2,0,1.276550415,0.434,0.085,0,10,Chir05Ox-b14380.2,11444,AT3G49360,1709,1459,NA,NA,PGL2,"6-phosphogluconolactonase activity, carbohydrate metabolic process, cytoplasm, cytosol, pentose-phosphate shunt, oxidative branch, plant-type vacuole"
325,Chir05Ox-b14840.21,0,3.30535477,0.598,0.057,0,10,Chir05Ox-b14840.2,NA,NA,NA,NA,NA,NA,NA,NA
326,Chir05Ox-b14850.2,0,0.971623904,0.619,0.066,0,10,Chir05Ox-b14850.2,11481,AT3G49790,1797,2003,NA,NA,T16K5.140,"cellular_component, defense response to bacterium, molecular_function"
327,Chir05Ox-b16070.2,0,0.590090433,0.449,0.087,0,10,Chir05Ox-b16070.2,11554,AT3G50760,1968,1565,NA,NA,GATL2,"anthocyanin-containing compound metabolic process, cellular response to oxygen-containing compound, defense response to other organism, glycosyltransferase activity, Golgi apparatus, leaf senescence, pectin biosynthetic process, pigment biosynthetic process, polygalacturonate 4-alpha-galacturonosyltransferase activity, response to abscisic acid, response to bacterium, response to fungus, response to nitrogen compound, response to osmotic stress, response to wounding, signal transduction"
328,Chir05Ox-b19510.2,0,1.312673595,0.642,0.097,0,10,Chir05Ox-b19510.2,11838,AT3G54030,2930,2839,NA,NA,BSK6,"brassinosteroid mediated signaling pathway, chloroplast, plasma membrane, protein binding, protein phosphorylation, protein serine/threonine kinase activity"
329,Chir05Ox-b27850.2,0,0.678722161,0.386,0.023,0,10,Chir05Ox-b27850.2,12496,AT3G62150,5179,5377,NA,NA,PGP21,"ABC-type transporter activity, ATPase-coupled transmembrane transporter activity, auxin efflux transmembrane transporter activity, auxin export across the plasma membrane, auxin import into cell, auxin influx transmembrane transporter activity, cytosol, nucleus, plant-type vacuole, plasma membrane, transmembrane transport"
330,Chir06Ox-b00580.2,0,1.977301725,0.619,0.08,0,10,Chir06Ox-b00580.2,12667,AT5G47240,2173,2121,NA,NA,atnudt8,"ADP-ribose diphosphatase activity, cytosol, NAD binding, NADH pyrophosphatase activity, response to wounding"
331,Chir06Ox-b08870.2,0,0.668199586,0.399,0.064,0,10,Chir06Ox-b08870.2,13135,AT5G48150,2365,2550,Yes,GRAS,PAT1,"callus formation, cytoplasm, DNA-binding transcription factor activity, nucleus, photomorphogenesis, protein binding, red, far-red light phototransduction, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding"
332,Chir06Ox-b10000.21,0,1.035183879,0.359,0.055,0,10,Chir06Ox-b10000.2,NA,NA,NA,NA,NA,NA,NA,NA
333,Chir06Ox-b13450.2,0,1.47932263,0.395,0.022,0,10,Chir06Ox-b13450.2,13401,AT5G26340,3759,4142,NA,NA,STP13,"carbohydrate transmembrane transporter activity, cytoplasm, hexose:proton symporter activity, high-affinity glucose:proton symporter activity, monosaccharide transmembrane transport, monosaccharide transmembrane transporter activity, plasma membrane, plasmodesma, plastid, response to abscisic acid, response to salt stress, response to water deprivation"
334,Chir06Ox-b21080.2,0,0.941580616,0.362,0.02,0,10,Chir06Ox-b21080.2,14025,AT5G18130,1862,2175,NA,NA,MRG7.9,"carboxylic acid metabolic process, cellular catabolic process, cellular response to oxygen-containing compound, hormone-mediated signaling pathway, molecular_function, nucleus, organonitrogen compound catabolic process, plant organ senescence, positive regulation of cellular process, regulation of defense response, regulation of signal transduction, response to abscisic acid, response to organonitrogen compound, response to wounding"
335,Chir06Ox-b25450.2,0,1.354157342,0.358,0.023,0,10,Chir06Ox-b25450.2,14380,AT5G14000,1623,1732,Yes,NAC,anac084,"carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding"
336,Chir06Ox-b26800.21,0,1.438828381,0.568,0.072,0,10,Chir06Ox-b26800.2,NA,NA,NA,NA,NA,NA,NA,NA
337,Chir06Ox-b33400.2,0,1.082224586,0.465,0.066,0,10,Chir06Ox-b33400.2,15046,AT5G05600,3724,2700,NA,NA,JAO2,"cellular response to toxic substance, cytoplasm, cytosol, dioxygenase activity, jasmonic acid hydrolase, negative regulation of defense response to insect, regulation of defense response to fungus, regulation of jasmonic acid mediated signaling pathway"
338,Chir06Ox-b33630.2,0,2.221121088,0.355,0.02,0,10,Chir06Ox-b33630.2,15068,AT5G05340,1850,2006,NA,NA,AT5G05340.1,"apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development"
339,Chir06Ox-b37330.21,0,0.752099113,0.428,0.094,0,10,Chir06Ox-b37330.2,NA,NA,NA,NA,NA,NA,NA,NA
340,Chir07Ox-b04970.2,0,1.163396902,0.556,0.042,0,10,Chir07Ox-b04970.2,NA,NA,NA,NA,NA,NA,NA,NA
341,Chir07Ox-b11440.2,0,1.340089008,0.516,0.058,0,10,Chir07Ox-b11440.2,16102,AT4G15120,1275,1083,NA,NA,DL3605W,"carboxylic acid metabolic process, defense response to bacterium, molecular_function, nucleus, organic acid biosynthetic process, response to abscisic acid, secondary metabolic process"
342,Chir07Ox-b13550.2,0,0.467347058,0.392,0.092,0,10,Chir07Ox-b13550.2,16257,AT4G16765,2334,3150,NA,NA,NA,"cytoplasm, molecular_function"
343,Chir07Ox-b19220.2,0,0.507530596,0.436,0.099,0,10,Chir07Ox-b19220.2,16720,AT4G22530,1261,1982,NA,NA,AT4G22530.1,"cytoplasm, defense response to bacterium, monocarboxylic acid metabolic process, nucleus, plant organ senescence, regulation of defense response, response to fungus, response to inorganic substance, response to jasmonic acid, response to salicylic acid, secondary metabolic process, tissue development"
344,Chir07Ox-b19300.2,0,0.861662354,0.366,0.043,0,10,Chir07Ox-b19300.2,16728,AT4G22620,865,1002,NA,NA,SAUR34,"cellular response to hormone stimulus, mitochondrion, molecular_function, response to abscisic acid, response to auxin, response to water deprivation, response to wounding, signal transduction"
345,Chir07Ox-b22030.2,0,0.784918691,0.364,0.011,0,10,Chir07Ox-b22030.2,16929,AT4G25000,1878,2050,NA,NA,ATAMY1,"alpha-amylase activity, apoplast, calcium ion binding, extracellular region, response to abscisic acid, response to gibberellin, sucrose catabolic process"
346,Chir07Ox-b25260.2,0,0.832545403,0.389,0.041,0,10,Chir07Ox-b25260.2,17203,AT4G28085,584,878,NA,NA,NA,"aging, cellular response to oxygen-containing compound, defense response to other organism, hormone-mediated signaling pathway, indole-containing compound metabolic process, membrane, mitochondrion, molecular_function, monocarboxylic acid metabolic process, regulation of defense response, response to abscisic acid, response to chitin, response to jasmonic acid, response to organic cyclic compound, response to water deprivation, response to wounding, secondary metabolic process"
347,Chir07Ox-b25510.2,0,0.434088221,0.395,0.048,0,10,Chir07Ox-b25510.2,17227,AT4G28350,2542,2045,NA,NA,LecRK-VII.2,"defense response to bacterium, defense response to oomycetes, extracellular region, plasma membrane, protein phosphorylation, transmembrane receptor protein serine/threonine kinase activity"
348,Chir07Ox-b27340.2,0,0.618428446,0.451,0.097,0,10,Chir07Ox-b27340.2,17377,AT4G30080,3185,3289,Yes,ARF,AT4G30080.1,"cell division, DNA-binding transcription factor activity, miRNA binding, nucleus, pattern specification process, protein binding, regulation of DNA-templated transcription, response to auxin, root cap development"
